Sample Id	CDC25C: Putative copy-number alterations from GISTIC	CDC25C: mRNA Expression, RSEM (Batch normalized from Illumina HiSeq_RNASeqV2)	Copy Number Alterations
TCGA-GM-A2DI-01	Diploid	30.8544	CDC25C: Diploid
TCGA-GM-A2DK-01	Diploid	105.777	CDC25C: Diploid
TCGA-GM-A2DL-01	Diploid	153.144	CDC25C: Diploid
TCGA-GM-A2DM-01	Diploid	18.1941	CDC25C: Diploid
TCGA-GM-A2DN-01	Diploid	86.3941	CDC25C: Diploid
TCGA-GM-A2DO-01	Diploid	197.835	CDC25C: Diploid
TCGA-GM-A4E0-01	Diploid	13.9518	CDC25C: Diploid
TCGA-GM-A5PX-01	Diploid	8.9879	CDC25C: Diploid
TCGA-HN-A2OB-01	Diploid	11.6906	CDC25C: Diploid
TCGA-JL-A3YX-01	Diploid	118.613	CDC25C: Diploid
TCGA-LD-A74U-01	Diploid	83.763	CDC25C: Diploid
TCGA-LD-A7W6-01	Diploid	91.428	CDC25C: Diploid
TCGA-LD-A9QF-01	Diploid	45.5213	CDC25C: Diploid
TCGA-LL-A440-01	Diploid	42.0135	CDC25C: Diploid
TCGA-LL-A50Y-01	Diploid	72.4876	CDC25C: Diploid
TCGA-LL-A5YL-01	Diploid	122.667	CDC25C: Diploid
TCGA-LL-A5YO-01	Diploid	197.241	CDC25C: Diploid
TCGA-LL-A6FP-01	Diploid	23.5215	CDC25C: Diploid
TCGA-LL-A73Y-01	Diploid	80.3454	CDC25C: Diploid
TCGA-LL-A73Z-01	Diploid	117.539	CDC25C: Diploid
TCGA-LL-A740-01	Diploid	29.4711	CDC25C: Diploid
TCGA-LL-A7SZ-01	Diploid	191.638	CDC25C: Diploid
TCGA-LL-A7T0-01	Diploid	298.969	CDC25C: Diploid
TCGA-OK-A5Q2-01	Diploid	131.989	CDC25C: Diploid
TCGA-OL-A5D6-01	Diploid	37.9293	CDC25C: Diploid
TCGA-OL-A5D8-01	Diploid	74.4417	CDC25C: Diploid
TCGA-OL-A5DA-01	Diploid	48.589	CDC25C: Diploid
TCGA-OL-A5RU-01	Diploid	19.0065	CDC25C: Diploid
TCGA-OL-A5RV-01	Diploid	17.9395	CDC25C: Diploid
TCGA-OL-A5RX-01	Diploid	13.666	CDC25C: Diploid
TCGA-OL-A5RY-01	Diploid	128.95	CDC25C: Diploid
TCGA-OL-A66H-01	Diploid	76.7348	CDC25C: Diploid
TCGA-OL-A66K-01	Diploid	47.6635	CDC25C: Diploid
TCGA-OL-A66L-01	Diploid	23.2696	CDC25C: Diploid
TCGA-OL-A66O-01	Diploid	227.244	CDC25C: Diploid
TCGA-OL-A66P-01	Diploid	123.022	CDC25C: Diploid
TCGA-OL-A6VO-01	Diploid	251.514	CDC25C: Diploid
TCGA-OL-A6VQ-01	Diploid	23.234	CDC25C: Diploid
TCGA-OL-A6VR-01	Diploid	41.6824	CDC25C: Diploid
TCGA-PE-A5DC-01	Diploid	262.693	CDC25C: Diploid
TCGA-PE-A5DD-01	Diploid	143.156	CDC25C: Diploid
TCGA-PL-A8LY-01	Diploid	87.0334	CDC25C: Diploid
TCGA-S3-AA0Z-01	Diploid	274.426	CDC25C: Diploid
TCGA-S3-AA11-01	Diploid	70.1999	CDC25C: Diploid
TCGA-S3-AA12-01	Diploid	100.442	CDC25C: Diploid
TCGA-S3-AA14-01	Diploid	94.1124	CDC25C: Diploid
TCGA-S3-AA15-01	Diploid	94.7752	CDC25C: Diploid
TCGA-S3-AA17-01	Diploid	113.638	CDC25C: Diploid
TCGA-UL-AAZ6-01	Diploid	151.705	CDC25C: Diploid
TCGA-UU-A93S-01	Diploid	196.093	CDC25C: Diploid
TCGA-V7-A7HQ-01	Diploid	64.0471	CDC25C: Diploid
TCGA-WT-AB44-01	Diploid	7.3305	CDC25C: Diploid
TCGA-XX-A899-01	Diploid	56.3031	CDC25C: Diploid
TCGA-XX-A89A-01	Diploid	58.5735	CDC25C: Diploid
TCGA-3C-AAAU-01	Gain	175.776	CDC25C: Gain
TCGA-A1-A0SJ-01	Gain	195.702	CDC25C: Gain
TCGA-A1-A0SN-01	Gain	341.248	CDC25C: Gain
TCGA-A2-A0EN-01	Gain	40.2896	CDC25C: Gain
TCGA-A2-A0ET-01	Gain	61.2189	CDC25C: Gain
TCGA-A2-A0EU-01	Gain	104.896	CDC25C: Gain
TCGA-A2-A0EV-01	Gain	154.035	CDC25C: Gain
TCGA-A2-A0SW-01	Gain	215.858	CDC25C: Gain
TCGA-A2-A0SY-01	Gain	103.836	CDC25C: Gain
TCGA-A2-A0T6-01	Gain	11.4873	CDC25C: Gain
TCGA-A2-A0T7-01	Gain	59.7963	CDC25C: Gain
TCGA-A2-A0YG-01	Gain	230.025	CDC25C: Gain
TCGA-A2-A1FW-01	Gain	174.171	CDC25C: Gain
TCGA-A2-A1FX-01	Gain	282.18	CDC25C: Gain
TCGA-A2-A1G0-01	Gain	19.0664	CDC25C: Gain
TCGA-A2-A3XU-01	Gain	300.346	CDC25C: Gain
TCGA-A2-A4S1-01	Gain	39.9898	CDC25C: Gain
TCGA-A2-A4S2-01	Gain	40.8765	CDC25C: Gain
TCGA-A7-A0CD-01	Gain	105.3	CDC25C: Gain
TCGA-A7-A0CJ-01	Gain	158.128	CDC25C: Gain
TCGA-A7-A0DB-01	Gain	70.888	CDC25C: Gain
TCGA-A7-A13F-01	Gain	224.904	CDC25C: Gain
TCGA-A7-A26J-01	Gain	161.002	CDC25C: Gain
TCGA-A7-A425-01	Gain	180.126	CDC25C: Gain
TCGA-A7-A56D-01	Gain	160.881	CDC25C: Gain
TCGA-A8-A06N-01	Gain	59.6627	CDC25C: Gain
TCGA-A8-A06O-01	Gain	180.512	CDC25C: Gain
TCGA-A8-A06Q-01	Gain	271.168	CDC25C: Gain
TCGA-A8-A06R-01	Gain	93.2502	CDC25C: Gain
TCGA-A8-A06Z-01	Gain	165.917	CDC25C: Gain
TCGA-A8-A07G-01	Gain	52.8846	CDC25C: Gain
TCGA-A8-A07W-01	Gain	360.375	CDC25C: Gain
TCGA-A8-A07Z-01	Gain	214.212	CDC25C: Gain
TCGA-A8-A083-01	Gain	25.974	CDC25C: Gain
TCGA-A8-A086-01	Gain	170.326	CDC25C: Gain
TCGA-A8-A08G-01	Gain	193.254	CDC25C: Gain
TCGA-A8-A093-01	Gain	98.8253	CDC25C: Gain
TCGA-A8-A095-01	Gain	167.873	CDC25C: Gain
TCGA-A8-A097-01	Gain	130.956	CDC25C: Gain
TCGA-A8-A09B-01	Gain	71.0572	CDC25C: Gain
TCGA-A8-A09R-01	Gain	104.789	CDC25C: Gain
TCGA-A8-A09X-01	Gain	185.036	CDC25C: Gain
TCGA-A8-A09Z-01	Gain	100.999	CDC25C: Gain
TCGA-A8-A0A1-01	Gain	81.3253	CDC25C: Gain
TCGA-A8-A0A2-01	Gain	50.1504	CDC25C: Gain
TCGA-A8-A0A9-01	Gain	116.895	CDC25C: Gain
TCGA-AC-A23E-01	Gain	58.0862	CDC25C: Gain
TCGA-AC-A3HN-01	Gain	83.2214	CDC25C: Gain
TCGA-AC-A3W5-01	Gain	134.101	CDC25C: Gain
TCGA-AC-A7VC-01	Gain	274.104	CDC25C: Gain
TCGA-AC-A8OP-01	Gain	72.4739	CDC25C: Gain
TCGA-AC-A8OQ-01	Gain	224.903	CDC25C: Gain
TCGA-AN-A03Y-01	Gain	219.364	CDC25C: Gain
TCGA-AN-A049-01	Gain	150.492	CDC25C: Gain
TCGA-AN-A0AJ-01	Gain	394.47	CDC25C: Gain
TCGA-AN-A0AM-01	Gain	245.121	CDC25C: Gain
TCGA-AN-A0FK-01	Gain	82.2555	CDC25C: Gain
TCGA-AN-A0FX-01	Gain	197.448	CDC25C: Gain
TCGA-AN-A0FZ-01	Gain	162.041	CDC25C: Gain
TCGA-AN-A0XO-01	Gain	126.786	CDC25C: Gain
TCGA-AO-A03L-01	Gain	298.637	CDC25C: Gain
TCGA-AO-A03O-01	Gain	271.616	CDC25C: Gain
TCGA-AO-A0J2-01	Gain	562.188	CDC25C: Gain
TCGA-AO-A0J6-01	Gain	345.695	CDC25C: Gain
TCGA-AO-A0J7-01	Gain	228.428	CDC25C: Gain
TCGA-AO-A0J9-01	Gain	190.476	CDC25C: Gain
TCGA-AO-A0JC-01	Gain	59.1068	CDC25C: Gain
TCGA-AO-A0JM-01	Gain	275.599	CDC25C: Gain
TCGA-AO-A12A-01	Gain	69.2596	CDC25C: Gain
TCGA-AO-A12B-01	Gain	110.794	CDC25C: Gain
TCGA-AO-A12E-01	Gain	160.656	CDC25C: Gain
TCGA-AO-A1KS-01	Gain	138.148	CDC25C: Gain
TCGA-AQ-A0Y5-01	Gain	14.1206	CDC25C: Gain
TCGA-AR-A0TR-01	Gain	45.318	CDC25C: Gain
TCGA-AR-A0TW-01	Gain	84.0824	CDC25C: Gain
TCGA-AR-A0U0-01	Gain	216.853	CDC25C: Gain
TCGA-AR-A1AK-01	Gain	77.501	CDC25C: Gain
TCGA-AR-A1AV-01	Gain	68.8235	CDC25C: Gain
TCGA-AR-A24R-01	Gain	155.276	CDC25C: Gain
TCGA-AR-A24V-01	Gain	108.725	CDC25C: Gain
TCGA-AR-A24W-01	Gain	30.1138	CDC25C: Gain
TCGA-AR-A255-01	Gain	120.121	CDC25C: Gain
TCGA-AR-A2LK-01	Gain	291.775	CDC25C: Gain
TCGA-AR-A5QM-01	Gain	115.747	CDC25C: Gain
TCGA-AR-A5QP-01	Gain	97.0329	CDC25C: Gain
TCGA-B6-A0WV-01	Gain	196.131	CDC25C: Gain
TCGA-B6-A0WY-01	Gain	99.2318	CDC25C: Gain
TCGA-B6-A1KI-01	Gain	24.061	CDC25C: Gain
TCGA-B6-A40B-01	Gain	113.263	CDC25C: Gain
TCGA-BH-A0AZ-01	Gain	76.6651	CDC25C: Gain
TCGA-BH-A0B5-01	Gain	208.809	CDC25C: Gain
TCGA-BH-A0B7-01	Gain	144.753	CDC25C: Gain
TCGA-BH-A0BA-01	Gain	118.242	CDC25C: Gain
TCGA-BH-A0BJ-01	Gain	108.674	CDC25C: Gain
TCGA-BH-A0C1-01	Gain	102.221	CDC25C: Gain
TCGA-BH-A0DI-01	Gain	49.7952	CDC25C: Gain
TCGA-BH-A0DP-01	Gain	36.0051	CDC25C: Gain
TCGA-BH-A0DS-01	Gain	14.8872	CDC25C: Gain
TCGA-BH-A0EB-01	Gain	50.3787	CDC25C: Gain
TCGA-BH-A0EE-01	Gain	127.531	CDC25C: Gain
TCGA-BH-A0H7-01	Gain	203.217	CDC25C: Gain
TCGA-BH-A0HQ-01	Gain	55.7888	CDC25C: Gain
TCGA-BH-A0HX-01	Gain	111.719	CDC25C: Gain
TCGA-BH-A0W5-01	Gain	53.4581	CDC25C: Gain
TCGA-BH-A0W7-01	Gain	178.322	CDC25C: Gain
TCGA-BH-A18H-01	Gain	83.8509	CDC25C: Gain
TCGA-BH-A18K-01	Gain	109.783	CDC25C: Gain
TCGA-BH-A18L-01	Gain	301.451	CDC25C: Gain
TCGA-BH-A18M-01	Gain	89.6242	CDC25C: Gain
TCGA-BH-A18N-01	Gain	58.6822	CDC25C: Gain
TCGA-BH-A18U-01	Gain	446.711	CDC25C: Gain
TCGA-BH-A1EN-01	Gain	90.8163	CDC25C: Gain
TCGA-BH-A1EO-01	Gain	56.0781	CDC25C: Gain
TCGA-BH-A1EU-01	Gain	44.1829	CDC25C: Gain
TCGA-BH-A202-01	Gain	162.494	CDC25C: Gain
TCGA-BH-A209-01	Gain	230.249	CDC25C: Gain
TCGA-BH-A2L8-01	Gain	70.7122	CDC25C: Gain
TCGA-BH-A5J0-01	Gain	88.5079	CDC25C: Gain
TCGA-BH-A6R8-01	Gain	70.0336	CDC25C: Gain
TCGA-BH-A6R9-01	Gain	39.9023	CDC25C: Gain
TCGA-BH-A8FY-01	Gain	222.993	CDC25C: Gain
TCGA-C8-A12M-01	Gain	91.7295	CDC25C: Gain
TCGA-C8-A12P-01	Gain	141.765	CDC25C: Gain
TCGA-C8-A132-01	Gain	102.703	CDC25C: Gain
TCGA-C8-A138-01	Gain	227.559	CDC25C: Gain
TCGA-C8-A1HG-01	Gain	320.381	CDC25C: Gain
TCGA-C8-A1HI-01	Gain	117.236	CDC25C: Gain
TCGA-D8-A13Z-01	Gain	210.526	CDC25C: Gain
TCGA-D8-A1J8-01	Gain	274.445	CDC25C: Gain
TCGA-D8-A1JE-01	Gain	159.556	CDC25C: Gain
TCGA-D8-A1JG-01	Gain	263.634	CDC25C: Gain
TCGA-D8-A1JH-01	Gain	36.9592	CDC25C: Gain
TCGA-D8-A1JJ-01	Gain	186.49	CDC25C: Gain
TCGA-D8-A1JT-01	Gain	119.714	CDC25C: Gain
TCGA-D8-A1X6-01	Gain	135.726	CDC25C: Gain
TCGA-D8-A1XB-01	Gain	65.3955	CDC25C: Gain
TCGA-D8-A1XS-01	Gain	160.164	CDC25C: Gain
TCGA-D8-A1XU-01	Gain	53.3133	CDC25C: Gain
TCGA-D8-A1XY-01	Gain	14.8711	CDC25C: Gain
TCGA-D8-A1Y0-01	Gain	344.173	CDC25C: Gain
TCGA-D8-A1Y2-01	Gain	90.9695	CDC25C: Gain
TCGA-D8-A27I-01	Gain	70.8277	CDC25C: Gain
TCGA-D8-A27V-01	Gain	59.354	CDC25C: Gain
TCGA-D8-A27W-01	Gain	117.301	CDC25C: Gain
TCGA-D8-A73X-01	Gain	35.8902	CDC25C: Gain
TCGA-E2-A107-01	Gain	196.704	CDC25C: Gain
TCGA-E2-A10B-01	Gain	115.223	CDC25C: Gain
TCGA-E2-A14O-01	Gain	220.04	CDC25C: Gain
TCGA-E2-A14T-01	Gain	178.28	CDC25C: Gain
TCGA-E2-A152-01	Gain	131.794	CDC25C: Gain
TCGA-E2-A153-01	Gain	20.5784	CDC25C: Gain
TCGA-E2-A159-01	Gain	327.172	CDC25C: Gain
TCGA-E2-A15E-01	Gain	85.5263	CDC25C: Gain
TCGA-E2-A15G-01	Gain	23.7746	CDC25C: Gain
TCGA-E2-A1B5-01	Gain	119.505	CDC25C: Gain
TCGA-E2-A1BD-01	Gain	113.991	CDC25C: Gain
TCGA-E2-A1IH-01	Gain	69.2314	CDC25C: Gain
TCGA-E2-A1IN-01	Gain	102.725	CDC25C: Gain
TCGA-E2-A1IU-01	Gain	88.3864	CDC25C: Gain
TCGA-E2-A1L6-01	Gain	105.337	CDC25C: Gain
TCGA-E2-A1L9-01	Gain	79.4934	CDC25C: Gain
TCGA-E2-A1LG-01	Gain	200.86	CDC25C: Gain
TCGA-E2-A56Z-01	Gain	203.787	CDC25C: Gain
TCGA-E2-A9RU-01	Gain	264.869	CDC25C: Gain
TCGA-E9-A1NI-01	Gain	178.832	CDC25C: Gain
TCGA-E9-A1R3-01	Gain	0.501	CDC25C: Gain
TCGA-E9-A1R4-01	Gain	109.686	CDC25C: Gain
TCGA-E9-A1R5-01	Gain	50.1845	CDC25C: Gain
TCGA-E9-A1R6-01	Gain	102.901	CDC25C: Gain
TCGA-E9-A1RC-01	Gain	91.2798	CDC25C: Gain
TCGA-E9-A1RD-01	Gain	85.1611	CDC25C: Gain
TCGA-E9-A1RG-01	Gain	163.129	CDC25C: Gain
TCGA-E9-A22D-01	Gain	247.487	CDC25C: Gain
TCGA-E9-A249-01	Gain	135.563	CDC25C: Gain
TCGA-E9-A295-01	Gain	95.1346	CDC25C: Gain
TCGA-E9-A2JS-01	Gain	184.075	CDC25C: Gain
TCGA-EW-A1IY-01	Gain	126.982	CDC25C: Gain
TCGA-EW-A1J3-01	Gain	170.91	CDC25C: Gain
TCGA-EW-A1J6-01	Gain	178.536	CDC25C: Gain
TCGA-EW-A1P0-01	Gain	92.0465	CDC25C: Gain
TCGA-EW-A423-01	Gain	100.238	CDC25C: Gain
TCGA-GI-A2C8-01	Gain	5.3548	CDC25C: Gain
TCGA-GM-A2DC-01	Gain	6.0183	CDC25C: Gain
TCGA-GM-A3NW-01	Gain	66.5188	CDC25C: Gain
TCGA-GM-A5PV-01	Gain	39.6354	CDC25C: Gain
TCGA-LD-A66U-01	Gain	65.1685	CDC25C: Gain
TCGA-LL-A5YM-01	Gain	334.225	CDC25C: Gain
TCGA-LL-A6FQ-01	Gain	103.156	CDC25C: Gain
TCGA-LL-A8F5-01	Gain	290.157	CDC25C: Gain
TCGA-LL-A9Q3-01	Gain	48.5287	CDC25C: Gain
TCGA-OL-A66N-01	Gain	9.3676	CDC25C: Gain
TCGA-OL-A97C-01	Gain	160.702	CDC25C: Gain
TCGA-PE-A5DE-01	Gain	103.931	CDC25C: Gain
TCGA-S3-A6ZF-01	Gain	218.134	CDC25C: Gain
TCGA-S3-A6ZG-01	Gain	201.763	CDC25C: Gain
TCGA-S3-A6ZH-01	Gain	131.328	CDC25C: Gain
TCGA-W8-A86G-01	Gain	22.7812	CDC25C: Gain
TCGA-Z7-A8R5-01	Gain	19.1142	CDC25C: Gain
TCGA-Z7-A8R6-01	Gain	487.516	CDC25C: Gain
TCGA-EW-A1P5-01	Amplification	204.054	CDC25C: Amplification
TCGA-EW-A6S9-01	Amplification	114.34	CDC25C: Amplification
