Sample Id	CDK1: Putative copy-number alterations from GISTIC	CDK1: mRNA Expression, RSEM (Batch normalized from Illumina HiSeq_RNASeqV2)	Copy Number Alterations
TCGA-EW-A1P0-01	Diploid	379.357	CDK1: Diploid
TCGA-EW-A1P1-01	Diploid	242.901	CDK1: Diploid
TCGA-EW-A1P3-01	Diploid	1044.59	CDK1: Diploid
TCGA-EW-A1P6-01	Diploid	695.33	CDK1: Diploid
TCGA-EW-A1P7-01	Diploid	208.195	CDK1: Diploid
TCGA-EW-A1PB-01	Diploid	896.839	CDK1: Diploid
TCGA-EW-A1PD-01	Diploid	1507.66	CDK1: Diploid
TCGA-EW-A1PE-01	Diploid	459.35	CDK1: Diploid
TCGA-EW-A1PG-01	Diploid	90.6077	CDK1: Diploid
TCGA-EW-A1PH-01	Diploid	1582.85	CDK1: Diploid
TCGA-EW-A2FR-01	Diploid	733.353	CDK1: Diploid
TCGA-EW-A2FW-01	Diploid	2343.13	CDK1: Diploid
TCGA-EW-A6SA-01	Diploid	1997.05	CDK1: Diploid
TCGA-EW-A6SB-01	Diploid	1287.59	CDK1: Diploid
TCGA-EW-A6SC-01	Diploid	1416.46	CDK1: Diploid
TCGA-GM-A2D9-01	Diploid	329.718	CDK1: Diploid
TCGA-GM-A2DA-01	Diploid	1145.49	CDK1: Diploid
TCGA-GM-A2DC-01	Diploid	86.4451	CDK1: Diploid
TCGA-GM-A2DD-01	Diploid	643.463	CDK1: Diploid
TCGA-GM-A2DF-01	Diploid	1306.73	CDK1: Diploid
TCGA-GM-A2DI-01	Diploid	433.544	CDK1: Diploid
TCGA-GM-A2DL-01	Diploid	1211.02	CDK1: Diploid
TCGA-GM-A2DM-01	Diploid	161.037	CDK1: Diploid
TCGA-GM-A2DN-01	Diploid	861.165	CDK1: Diploid
TCGA-GM-A2DO-01	Diploid	1232.28	CDK1: Diploid
TCGA-GM-A3NW-01	Diploid	504.804	CDK1: Diploid
TCGA-GM-A4E0-01	Diploid	173.296	CDK1: Diploid
TCGA-GM-A5PV-01	Diploid	278.637	CDK1: Diploid
TCGA-GM-A5PX-01	Diploid	130.129	CDK1: Diploid
TCGA-HN-A2OB-01	Diploid	133.993	CDK1: Diploid
TCGA-LD-A66U-01	Diploid	284.27	CDK1: Diploid
TCGA-LD-A74U-01	Diploid	472.319	CDK1: Diploid
TCGA-LD-A7W6-01	Diploid	675.482	CDK1: Diploid
TCGA-LL-A440-01	Diploid	269.022	CDK1: Diploid
TCGA-LL-A50Y-01	Diploid	433.912	CDK1: Diploid
TCGA-LL-A5YL-01	Diploid	821.565	CDK1: Diploid
TCGA-LL-A5YN-01	Diploid	381.4	CDK1: Diploid
TCGA-LL-A6FR-01	Diploid	978.982	CDK1: Diploid
TCGA-LL-A73Y-01	Diploid	427.52	CDK1: Diploid
TCGA-LL-A740-01	Diploid	503.028	CDK1: Diploid
TCGA-LL-A7SZ-01	Diploid	926.132	CDK1: Diploid
TCGA-LL-A7T0-01	Diploid	1362.99	CDK1: Diploid
TCGA-LL-A9Q3-01	Diploid	240.622	CDK1: Diploid
TCGA-OK-A5Q2-01	Diploid	744.389	CDK1: Diploid
TCGA-OL-A5D6-01	Diploid	309.585	CDK1: Diploid
TCGA-OL-A5D8-01	Diploid	618.693	CDK1: Diploid
TCGA-OL-A5DA-01	Diploid	339.293	CDK1: Diploid
TCGA-OL-A5RU-01	Diploid	201.728	CDK1: Diploid
TCGA-OL-A5RV-01	Diploid	316.236	CDK1: Diploid
TCGA-OL-A5RX-01	Diploid	199.192	CDK1: Diploid
TCGA-OL-A5RY-01	Diploid	792.559	CDK1: Diploid
TCGA-OL-A5RZ-01	Diploid	973.402	CDK1: Diploid
TCGA-OL-A66H-01	Diploid	798.165	CDK1: Diploid
TCGA-OL-A66J-01	Diploid	250.113	CDK1: Diploid
TCGA-OL-A66K-01	Diploid	351.881	CDK1: Diploid
TCGA-OL-A66L-01	Diploid	186.157	CDK1: Diploid
TCGA-OL-A66N-01	Diploid	123.056	CDK1: Diploid
TCGA-OL-A66O-01	Diploid	1327.16	CDK1: Diploid
TCGA-OL-A66P-01	Diploid	544.604	CDK1: Diploid
TCGA-OL-A6VQ-01	Diploid	290.93	CDK1: Diploid
TCGA-OL-A6VR-01	Diploid	265.288	CDK1: Diploid
TCGA-OL-A97C-01	Diploid	682.647	CDK1: Diploid
TCGA-PE-A5DC-01	Diploid	1263.65	CDK1: Diploid
TCGA-PE-A5DD-01	Diploid	659.543	CDK1: Diploid
TCGA-PL-A8LY-01	Diploid	380.952	CDK1: Diploid
TCGA-PL-A8LZ-01	Diploid	1046.65	CDK1: Diploid
TCGA-S3-A6ZF-01	Diploid	1077.86	CDK1: Diploid
TCGA-S3-AA0Z-01	Diploid	3339.16	CDK1: Diploid
TCGA-S3-AA11-01	Diploid	642.825	CDK1: Diploid
TCGA-S3-AA12-01	Diploid	938.271	CDK1: Diploid
TCGA-S3-AA14-01	Diploid	772.014	CDK1: Diploid
TCGA-S3-AA15-01	Diploid	934.386	CDK1: Diploid
TCGA-UL-AAZ6-01	Diploid	847.151	CDK1: Diploid
TCGA-UU-A93S-01	Diploid	1622.29	CDK1: Diploid
TCGA-V7-A7HQ-01	Diploid	301.76	CDK1: Diploid
TCGA-W8-A86G-01	Diploid	243.474	CDK1: Diploid
TCGA-WT-AB41-01	Diploid	320.189	CDK1: Diploid
TCGA-WT-AB44-01	Diploid	98.5543	CDK1: Diploid
TCGA-XX-A899-01	Diploid	409.449	CDK1: Diploid
TCGA-XX-A89A-01	Diploid	606.046	CDK1: Diploid
TCGA-Z7-A8R5-01	Diploid	170.236	CDK1: Diploid
TCGA-Z7-A8R6-01	Diploid	2016.53	CDK1: Diploid
TCGA-5T-A9QA-01	Gain	1044.46	CDK1: Gain
TCGA-A1-A0SD-01	Gain	604.747	CDK1: Gain
TCGA-A1-A0SF-01	Gain	1201.67	CDK1: Gain
TCGA-A1-A0SJ-01	Gain	1206.4	CDK1: Gain
TCGA-A2-A04Q-01	Gain	1296.57	CDK1: Gain
TCGA-A2-A0CM-01	Gain	2321.91	CDK1: Gain
TCGA-A2-A0D2-01	Gain	2758.82	CDK1: Gain
TCGA-A2-A0EQ-01	Gain	2247.46	CDK1: Gain
TCGA-A2-A0ST-01	Gain	1031.33	CDK1: Gain
TCGA-A2-A0SX-01	Gain	1701.35	CDK1: Gain
TCGA-A2-A0T1-01	Gain	973.047	CDK1: Gain
TCGA-A2-A0T2-01	Gain	729.826	CDK1: Gain
TCGA-A2-A0T7-01	Gain	643.316	CDK1: Gain
TCGA-A7-A13D-01	Gain	1499.75	CDK1: Gain
TCGA-A7-A13E-01	Gain	1712.82	CDK1: Gain
TCGA-A7-A26G-01	Gain	1536.26	CDK1: Gain
TCGA-A7-A26I-01	Gain	2612.17	CDK1: Gain
TCGA-A7-A2KD-01	Gain	1629.68	CDK1: Gain
TCGA-A7-A4SD-01	Gain	1378.11	CDK1: Gain
TCGA-A7-A5ZV-01	Gain	1831.43	CDK1: Gain
TCGA-A7-A6VX-01	Gain	1134.28	CDK1: Gain
TCGA-A8-A06O-01	Gain	1224.44	CDK1: Gain
TCGA-A8-A06X-01	Gain	1415.8	CDK1: Gain
TCGA-A8-A075-01	Gain	1692.72	CDK1: Gain
TCGA-A8-A07E-01	Gain	1638.97	CDK1: Gain
TCGA-A8-A07Z-01	Gain	1024.38	CDK1: Gain
TCGA-A8-A08B-01	Gain	1885.16	CDK1: Gain
TCGA-A8-A08I-01	Gain	1312.52	CDK1: Gain
TCGA-A8-A08P-01	Gain	1305.19	CDK1: Gain
TCGA-A8-A092-01	Gain	1990.33	CDK1: Gain
TCGA-A8-A094-01	Gain	2236.73	CDK1: Gain
TCGA-A8-A09A-01	Gain	522.882	CDK1: Gain
TCGA-A8-A09Q-01	Gain	1315.01	CDK1: Gain
TCGA-A8-A09X-01	Gain	1185.14	CDK1: Gain
TCGA-AC-A23E-01	Gain	396.82	CDK1: Gain
TCGA-AC-A62V-01	Gain	1644.51	CDK1: Gain
TCGA-AC-A62X-01	Gain	2404.5	CDK1: Gain
TCGA-AN-A04C-01	Gain	1450.26	CDK1: Gain
TCGA-AN-A0AS-01	Gain	756.026	CDK1: Gain
TCGA-AO-A03N-01	Gain	2956.94	CDK1: Gain
TCGA-AO-A03O-01	Gain	1915.28	CDK1: Gain
TCGA-AO-A03P-01	Gain	2485.35	CDK1: Gain
TCGA-AO-A0J2-01	Gain	2277.53	CDK1: Gain
TCGA-AO-A0J9-01	Gain	1101.75	CDK1: Gain
TCGA-AO-A128-01	Gain	843.419	CDK1: Gain
TCGA-AO-A12A-01	Gain	801.092	CDK1: Gain
TCGA-AO-A12F-01	Gain	2445.94	CDK1: Gain
TCGA-AO-A1KR-01	Gain	1355.18	CDK1: Gain
TCGA-AO-A1KS-01	Gain	2269.85	CDK1: Gain
TCGA-AR-A0TT-01	Gain	1044.45	CDK1: Gain
TCGA-AR-A1AJ-01	Gain	1967.47	CDK1: Gain
TCGA-AR-A1AW-01	Gain	794.93	CDK1: Gain
TCGA-AR-A24K-01	Gain	1409.76	CDK1: Gain
TCGA-AR-A24S-01	Gain	1155.48	CDK1: Gain
TCGA-AR-A24V-01	Gain	631.338	CDK1: Gain
TCGA-B6-A0IB-01	Gain	1096.64	CDK1: Gain
TCGA-B6-A0IE-01	Gain	1350.61	CDK1: Gain
TCGA-B6-A0IH-01	Gain	81.4806	CDK1: Gain
TCGA-B6-A0IO-01	Gain	925.734	CDK1: Gain
TCGA-B6-A0RO-01	Gain	793.121	CDK1: Gain
TCGA-B6-A0WV-01	Gain	1523.62	CDK1: Gain
TCGA-B6-A1KC-01	Gain	729.529	CDK1: Gain
TCGA-BH-A0AY-01	Gain	519.339	CDK1: Gain
TCGA-BH-A0BL-01	Gain	1506.11	CDK1: Gain
TCGA-BH-A0C0-01	Gain	1534.95	CDK1: Gain
TCGA-BH-A0DS-01	Gain	487.278	CDK1: Gain
TCGA-BH-A0DT-01	Gain	472.096	CDK1: Gain
TCGA-BH-A0E6-01	Gain	1364.95	CDK1: Gain
TCGA-BH-A0E7-01	Gain	424.116	CDK1: Gain
TCGA-BH-A0EA-01	Gain	108.147	CDK1: Gain
TCGA-BH-A0EE-01	Gain	2686.53	CDK1: Gain
TCGA-BH-A0HP-01	Gain	1188.28	CDK1: Gain
TCGA-BH-A0HY-01	Gain	1044.49	CDK1: Gain
TCGA-BH-A0RX-01	Gain	1340.34	CDK1: Gain
TCGA-BH-A18H-01	Gain	654.762	CDK1: Gain
TCGA-BH-A18L-01	Gain	1645.66	CDK1: Gain
TCGA-BH-A18V-01	Gain	2685.23	CDK1: Gain
TCGA-BH-A1EN-01	Gain	701.762	CDK1: Gain
TCGA-BH-A1EV-01	Gain	955.079	CDK1: Gain
TCGA-C8-A12L-01	Gain	2495.05	CDK1: Gain
TCGA-C8-A12O-01	Gain	915.866	CDK1: Gain
TCGA-C8-A12P-01	Gain	1216.28	CDK1: Gain
TCGA-C8-A12T-01	Gain	2595.61	CDK1: Gain
TCGA-C8-A130-01	Gain	2373.81	CDK1: Gain
TCGA-C8-A138-01	Gain	2222.17	CDK1: Gain
TCGA-C8-A1HK-01	Gain	1971.99	CDK1: Gain
TCGA-C8-A274-01	Gain	1497.44	CDK1: Gain
TCGA-D8-A13Z-01	Gain	1794.87	CDK1: Gain
TCGA-D8-A1JB-01	Gain	347.142	CDK1: Gain
TCGA-D8-A1JD-01	Gain	1722.46	CDK1: Gain
TCGA-D8-A1JE-01	Gain	967.008	CDK1: Gain
TCGA-D8-A1JF-01	Gain	886.731	CDK1: Gain
TCGA-D8-A27F-01	Gain	2776.03	CDK1: Gain
TCGA-D8-A27H-01	Gain	1089.45	CDK1: Gain
TCGA-E2-A107-01	Gain	1646.94	CDK1: Gain
TCGA-E2-A14O-01	Gain	1369.14	CDK1: Gain
TCGA-E2-A14R-01	Gain	2688.98	CDK1: Gain
TCGA-E2-A150-01	Gain	1237.56	CDK1: Gain
TCGA-E2-A154-01	Gain	863.32	CDK1: Gain
TCGA-E2-A15G-01	Gain	317.213	CDK1: Gain
TCGA-E2-A15S-01	Gain	2247.02	CDK1: Gain
TCGA-E2-A1AZ-01	Gain	3051.01	CDK1: Gain
TCGA-E2-A1LI-01	Gain	2968.15	CDK1: Gain
TCGA-E9-A1N5-01	Gain	1009.05	CDK1: Gain
TCGA-E9-A1N9-01	Gain	1408.57	CDK1: Gain
TCGA-E9-A1R7-01	Gain	2230.82	CDK1: Gain
TCGA-E9-A1RB-01	Gain	2522.89	CDK1: Gain
TCGA-E9-A244-01	Gain	2200.26	CDK1: Gain
TCGA-E9-A247-01	Gain	1997.13	CDK1: Gain
TCGA-E9-A295-01	Gain	512.375	CDK1: Gain
TCGA-EW-A1OV-01	Gain	816.456	CDK1: Gain
TCGA-EW-A1P4-01	Gain	2765.76	CDK1: Gain
TCGA-EW-A1P8-01	Gain	2040.5	CDK1: Gain
TCGA-EW-A423-01	Gain	608.66	CDK1: Gain
TCGA-GM-A2DB-01	Gain	1486.95	CDK1: Gain
TCGA-GM-A2DH-01	Gain	2727.51	CDK1: Gain
TCGA-LD-A9QF-01	Gain	678.414	CDK1: Gain
TCGA-LL-A5YO-01	Gain	1890.68	CDK1: Gain
TCGA-LL-A6FQ-01	Gain	667.923	CDK1: Gain
TCGA-LL-A73Z-01	Gain	1042.24	CDK1: Gain
TCGA-OL-A5D7-01	Gain	2102.5	CDK1: Gain
TCGA-OL-A5RW-01	Gain	1552.49	CDK1: Gain
TCGA-OL-A5S0-01	Gain	1425.93	CDK1: Gain
TCGA-PL-A8LV-01	Gain	1663.01	CDK1: Gain
TCGA-S3-AA10-01	Gain	2575.5	CDK1: Gain
TCGA-S3-AA17-01	Gain	1315.41	CDK1: Gain
TCGA-3C-AALJ-01	Amplification	2620.13	CDK1: Amplification
TCGA-A2-A04U-01	Amplification	5420.96	CDK1: Amplification
TCGA-A2-A0CL-01	Amplification	10009.3	CDK1: Amplification
TCGA-AN-A0AR-01	Amplification	2974.66	CDK1: Amplification
TCGA-AN-A0FV-01	Amplification	1621.89	CDK1: Amplification
TCGA-AN-A0FZ-01	Amplification	2913.32	CDK1: Amplification
TCGA-AR-A254-01	Amplification	5316.28	CDK1: Amplification
TCGA-B6-A0IJ-01	Amplification	5565.41	CDK1: Amplification
TCGA-B6-A0IQ-01	Amplification	11476.2	CDK1: Amplification
TCGA-B6-A0RS-01	Amplification	2349.12	CDK1: Amplification
TCGA-B6-A409-01	Amplification	2177.11	CDK1: Amplification
TCGA-BH-A1F6-01	Amplification	4314.95	CDK1: Amplification
TCGA-C8-A1HM-01	Amplification	8008.52	CDK1: Amplification
TCGA-D8-A147-01	Amplification	2108.5	CDK1: Amplification
TCGA-E2-A10C-01	Amplification	6474.79	CDK1: Amplification
TCGA-E2-A1LK-01	Amplification	2962.73	CDK1: Amplification
TCGA-E9-A1RH-01	Amplification	5313.14	CDK1: Amplification
TCGA-EW-A1OZ-01	Amplification	4993.19	CDK1: Amplification
TCGA-LD-A7W5-01	Amplification	1602.76	CDK1: Amplification
